Video title,Comment,Processed_Comment,English_Translation
Stree 2 ( New Movie ) 2024 | Rajkummar Rao & Shraddha Kapoor | New Bollywood Horro HIndi Movie |,Kon kon 5 March ko dekh raha hai wo jaldi jaldi like karo kal sube panwel niklna hai😂😂😂,kon kon march ko dekh raha hai wo jaldi jaldi like karo kal sube panwel niklna hai,"The angle angle is looking at the march, like it soon"
Stree 2 ( New Movie ) 2024 | Rajkummar Rao & Shraddha Kapoor | New Bollywood Horro HIndi Movie |,Chu half movie hai logoy yeda mat banao,chu half movie hai logoy yeda mat banao,Chu Half Movie is not make logo
Stree 2 ( New Movie ) 2024 | Rajkummar Rao & Shraddha Kapoor | New Bollywood Horro HIndi Movie |,Abe 2 ke chakkar me download kr liya chutiya 1 to dekh li ye स्त्री 1 ha 😢😅,abe ke chakkar download kr liya chutiya dekh li ye ha,"Downloading Abe's round, I saw the pussy"
Stree 2 ( New Movie ) 2024 | Rajkummar Rao & Shraddha Kapoor | New Bollywood Horro HIndi Movie |,मेरी तरह कोण कोण मूतने के बाद horror movie देखता है 😂😂😂,horror movie,horror movie
Stree 2 ( New Movie ) 2024 | Rajkummar Rao & Shraddha Kapoor | New Bollywood Horro HIndi Movie |,😂😂😂😂wrong,wrong,Wrong
Sherni {HD} -  Sridevi - Shatrughan Sinha - Pran - 80's Hit Bollywood Movie- (With Eng Subtitles),Aajkal aisi movie Banti hi nhi hai 😢 ladkiyo ko har mahine kuch na kuch ho jata hai sherni banna chahiye sabhi ladkiyon ko😊❤,aajkal aisi movie banti hi nhi hai ladkiyo ko har mahine kuch na kuch ho jata hai sherni banna chahiye sabhi ladkiyon ko,"Nowadays such a movie is not made at all, girls should become a lioness every month, all girls should become"
Sherni {HD} -  Sridevi - Shatrughan Sinha - Pran - 80's Hit Bollywood Movie- (With Eng Subtitles),Very very good movie ❤❤❤❤❤❤❤,good movie,Good Movie
Sherni {HD} -  Sridevi - Shatrughan Sinha - Pran - 80's Hit Bollywood Movie- (With Eng Subtitles),Nice movie,nice movie,nice movie
Sherni {HD} -  Sridevi - Shatrughan Sinha - Pran - 80's Hit Bollywood Movie- (With Eng Subtitles),"<a href=""https://www.youtube.com/@Mr.SachinYadavUp62"">https://www.youtube.com/@Mr.SachinYadavUp62</a>",href,href
Sherni {HD} -  Sridevi - Shatrughan Sinha - Pran - 80's Hit Bollywood Movie- (With Eng Subtitles),Kon e madar chood mery namber ki aardi ko galat use kar raha hai chick google company,kon e madar chood mery namber ki aardi ko galat use kar raha hai chick google company,Angle Madar Chud Mary Number's Number Chik Google Company is doing it wrong
Sherni {HD} -  Sridevi - Shatrughan Sinha - Pran - 80's Hit Bollywood Movie- (With Eng Subtitles),Kone gali khane ke kam kar raha hai chor ki olad check google company,kone gali khane ke kam kar raha hai chor ki olad check google company,The corner of the corner street is working in the thief's Olad Check Google Company
Sherni {HD} -  Sridevi - Shatrughan Sinha - Pran - 80's Hit Bollywood Movie- (With Eng Subtitles),Nice Movie,nice movie,nice movie
Sherni {HD} -  Sridevi - Shatrughan Sinha - Pran - 80's Hit Bollywood Movie- (With Eng Subtitles),Bahut acha movie hai 👌👌👏👏👏🥰🥰😢😢😢😢,bahut acha movie hai,Very good movie
Sherni {HD} -  Sridevi - Shatrughan Sinha - Pran - 80's Hit Bollywood Movie- (With Eng Subtitles),Ok,ok,Ok
Sherni {HD} -  Sridevi - Shatrughan Sinha - Pran - 80's Hit Bollywood Movie- (With Eng Subtitles),"My favourite and most beautiful <a href=""http://actrees.rip/"">actrees.RIP</a>.",favourite beautiful href,Favourite Beautiful Href
Sherni {HD} -  Sridevi - Shatrughan Sinha - Pran - 80's Hit Bollywood Movie- (With Eng Subtitles),Olllp0,olllp,allp
Sherni {HD} -  Sridevi - Shatrughan Sinha - Pran - 80's Hit Bollywood Movie- (With Eng Subtitles),"<a href=""https://www.youtube.com/watch?v=D9lbiFaRvMk&amp;t=3727"">1:02:07</a>",href,href
Sherni {HD} -  Sridevi - Shatrughan Sinha - Pran - 80's Hit Bollywood Movie- (With Eng Subtitles),Ensan ke halat use khalnayak banane per majbur kertdete hai,ensan ke halat use khalnayak banane per majbur kertdete hai,The situation of a human forces him to become a villain
"New Movie 2023   Devdas   Shahrukh Khan,Aishwarya Rai   Full Bollywood Movie   New Hindi Movie",Best movie 🍿🍿❤❤❤,best movie,Best movie
"New Movie 2023   Devdas   Shahrukh Khan,Aishwarya Rai   Full Bollywood Movie   New Hindi Movie",nice movie still watching,nice movie still watching,Nice Movie Still Watching
"New Movie 2023   Devdas   Shahrukh Khan,Aishwarya Rai   Full Bollywood Movie   New Hindi Movie",Kon ye movie 2024 me dekh rha ha 😅,kon ye movie dekh rha ha,Angle is watching this movie
"New Movie 2023   Devdas   Shahrukh Khan,Aishwarya Rai   Full Bollywood Movie   New Hindi Movie",main,main,main
"New Movie 2023   Devdas   Shahrukh Khan,Aishwarya Rai   Full Bollywood Movie   New Hindi Movie",Ye movie adhoori reha gyi.... Kash wo dono saath reh paate,ye movie adhoori reha gyi kash wo dono saath reh paate,"This movie remained incomplete, I wish they could live together"
"New Movie 2023   Devdas   Shahrukh Khan,Aishwarya Rai   Full Bollywood Movie   New Hindi Movie",Very very nice I miss you ❤❤❤❤,nice miss,nice miss
"New Movie 2023   Devdas   Shahrukh Khan,Aishwarya Rai   Full Bollywood Movie   New Hindi Movie",Ai movier kotha gulo banglay den,ai movier kotha gulo banglay den,AI Movier Kotha Gulo Banglay Den
"New Movie 2023   Devdas   Shahrukh Khan,Aishwarya Rai   Full Bollywood Movie   New Hindi Movie",Sachha peyar kon kon kiye ho,sachha peyar kon kon kiye ho,True pair angle angle
"New Movie 2023   Devdas   Shahrukh Khan,Aishwarya Rai   Full Bollywood Movie   New Hindi Movie",Kon kon devdas ho 👍,kon kon devdas ho,kon kon devdas ho
"New Movie 2023   Devdas   Shahrukh Khan,Aishwarya Rai   Full Bollywood Movie   New Hindi Movie",Feeling depressed after seeing this movie..........,feeling depressed seeing movie,Feeling Depressed Seeing Movie
Namastey London Full Movie HD Akshay Kumar & Katrina Kaif Hindi Romantic Bollywood Movie,Felt sad for Akshay...😢 what katrina did to him,felt sad akshay katrina,Felt sad akshay katrina
Namastey London Full Movie HD Akshay Kumar & Katrina Kaif Hindi Romantic Bollywood Movie,Watched in 2024 Sun 3 March 2024 after 17 years of release still amazed by the story n music 🎉🎉🎉🎉❤❤❤❤❤❤,watched sun march year release still amazed story n music,Watched Sun March Year Release Still Amazed Story N Music
Namastey London Full Movie HD Akshay Kumar & Katrina Kaif Hindi Romantic Bollywood Movie,Ye movie bahut achhi hai maja aaya dekhne me.,ye movie bahut achhi hai maja aaya dekhne,This movie is very good to watch
Namastey London Full Movie HD Akshay Kumar & Katrina Kaif Hindi Romantic Bollywood Movie,She was basically waiting for him to speak English,basically waiting speak english,Basically Waiting Speak English
Namastey London Full Movie HD Akshay Kumar & Katrina Kaif Hindi Romantic Bollywood Movie,"<a href=""https://www.youtube.com/watch?v=3mnPshEuyrc&amp;t=4916"">1:21:56</a>🥺🥺🥺🥺",href,href
Namastey London Full Movie HD Akshay Kumar & Katrina Kaif Hindi Romantic Bollywood Movie,Ye movie Puri dikhao nhi to hta do Jo hona chahiye wahi nhi hai,ye movie puri dikhao nhi hta jo hona chahiye wahi nhi hai,"Do not show this movie completely, what should be done is not the same"
Namastey London Full Movie HD Akshay Kumar & Katrina Kaif Hindi Romantic Bollywood Movie,"<a href=""https://www.youtube.com/watch?v=3mnPshEuyrc&amp;t=4640"">1:17:20</a> very funny 😂😂😂😂",href funny,href funny
Namastey London Full Movie HD Akshay Kumar & Katrina Kaif Hindi Romantic Bollywood Movie,Welcome to the Era of Akshay Kumar ❤,welcome era akshay kumar,Welcome Era Akshay Kumar
Namastey London Full Movie HD Akshay Kumar & Katrina Kaif Hindi Romantic Bollywood Movie,All time favorite movie,time favorite movie,Time favorite movie
Namastey London Full Movie HD Akshay Kumar & Katrina Kaif Hindi Romantic Bollywood Movie,Ramanand yadav,ramanand yadav,Ramanand Yadav
Namastey London Full Movie HD Akshay Kumar & Katrina Kaif Hindi Romantic Bollywood Movie,Katrina looks so pretty in this movie❤,katrina look pretty movie,katrina look pretty movie
Namastey London Full Movie HD Akshay Kumar & Katrina Kaif Hindi Romantic Bollywood Movie,Very good movie.,good movie,Good Movie
Namastey London Full Movie HD Akshay Kumar & Katrina Kaif Hindi Romantic Bollywood Movie,JazzzBaniNazzzzz,jazzzbaninazzzzz,jazzzbaninazzzZZZZZZZZZZn
Jeet | Salman Khan Movie | Sunny Deol Action | Karisma Kapoor | Bollywood Romantic Movie,"बॉलीवुड की सुपरहिट हिंदी मूवी : <br>Ajay (अजय) - <a href=""https://www.youtube.com/watch?v=AVLwfpA4vXU"">https://youtu.be/AVLwfpA4vXU</a><br>Mann (मन ) - <a href=""https://www.youtube.com/watch?v=j8w7DzNgShg"">https://youtu.be/j8w7DzNgShg</a><br>Bhagam Bhag (भागम भाग) - <a href=""https://www.youtube.com/watch?v=6FqUN9MO0zc"">https://youtu.be/6FqUN9MO0zc</a><br>Dil Kya Kare (दिल क्या करे) - <a href=""https://www.youtube.com/watch?v=ZedqipwOBL8"">https://youtu.be/ZedqipwOBL8</a><br>Barsaat (बरसात ) - <a href=""https://www.youtube.com/watch?v=qPEeo4qGKF4"">https://youtu.be/qPEeo4qGKF4</a><br>Banjaran (बंजारन ) - <a href=""https://www.youtube.com/watch?v=y4nYf9j04Nk"">https://youtu.be/y4nYf9j04Nk</a><br>Tango Charlie (टैंगो चार्ली ) -  <a href=""https://www.youtube.com/watch?v=wL2gTESS5Cw"">https://youtu.be/wL2gTESS5Cw</a><br>Dhamaal (धमाल ) -  <a href=""https://www.youtube.com/watch?v=6xdRuJoEMoU"">https://youtu.be/6xdRuJoEMoU</a><br>Bewaffa Se Waffa (बेवफा से वफ़ा ) - <a href=""https://www.youtube.com/watch?v=2nYEbOaV9fo"">https://youtu.be/2nYEbOaV9fo</a><br>Maine Dil Tujhko Diya (मेने दिल तुझको दिया ) - <a href=""https://www.youtube.com/watch?v=KXUZUkxuza0"">https://youtu.be/KXUZUkxuza0</a>",brajay href abrmann href abrbhagam bhag href abrdil kya kare href abrbarsaat href abrbanjaran href abrtango charlie href abrdhamaal href abrbewaffa se waffa href abrmaine dil tujhko diya href,Brajay href abrmann href abribhagam bhag href abrdil kare href abrbarsaat href abrbanjaran href abrtango charlie href abrdhamaal href abrbewaffaffa se waffa haref abjhekhekhek ya href
Jeet | Salman Khan Movie | Sunny Deol Action | Karisma Kapoor | Bollywood Romantic Movie,Super movie.,super movie,super movie
Jeet | Salman Khan Movie | Sunny Deol Action | Karisma Kapoor | Bollywood Romantic Movie,Kavar Singh,kavar singh,Cover Singh
Jeet | Salman Khan Movie | Sunny Deol Action | Karisma Kapoor | Bollywood Romantic Movie,Profit nahi ho raha hai kya Sir,profit nahi ho raha hai kya sir,Isn't it profitable sir
Jeet | Salman Khan Movie | Sunny Deol Action | Karisma Kapoor | Bollywood Romantic Movie,Pahle to aap Sab Orginal Movie upload karte the Best quality me,pahle aap sab orginal movie upload karte best quality,First of all you upload all the orgasm movies the best quality
Jeet | Salman Khan Movie | Sunny Deol Action | Karisma Kapoor | Bollywood Romantic Movie,Kya bat hai Sir YouTube pe se Aap Sab Movie Hata rahe hai,kya bat hai sir youtube pe se aap sab movie hata rahe hai,"What's the matter, you are all removing movies from Sir YouTube"
Jeet | Salman Khan Movie | Sunny Deol Action | Karisma Kapoor | Bollywood Romantic Movie,Raju is lucky to get his first love Kajal,raju lucky get first love kajal,Raju Lucky Get First Love Kajal
Jeet | Salman Khan Movie | Sunny Deol Action | Karisma Kapoor | Bollywood Romantic Movie,Very emotional movie 😢😢,emotional movie,Emotional Movie
Jeet | Salman Khan Movie | Sunny Deol Action | Karisma Kapoor | Bollywood Romantic Movie,My.hero.suny.paje,myherosunypaje,myherosunypaje
Jeet | Salman Khan Movie | Sunny Deol Action | Karisma Kapoor | Bollywood Romantic Movie,Sunny pajji always best,sunny pajji always best,Sunny Pajji Always Best
Jeet | Salman Khan Movie | Sunny Deol Action | Karisma Kapoor | Bollywood Romantic Movie,Q¹q1q,qqq,qqqq
Jeet | Salman Khan Movie | Sunny Deol Action | Karisma Kapoor | Bollywood Romantic Movie,Kabita kumari,kabita kumari,Kabita Kumari
Jeet | Salman Khan Movie | Sunny Deol Action | Karisma Kapoor | Bollywood Romantic Movie,Happy,happy,happy
Jeet | Salman Khan Movie | Sunny Deol Action | Karisma Kapoor | Bollywood Romantic Movie,👍👍👍😎 sunny doel😎😎😎,sunny doel,sunny deol
Top 10 Famous Action Movies of Bollywood #shortsviral #viral,Dislike,dislike,dislike
Top 10 Famous Action Movies of Bollywood #shortsviral #viral,"My list- War, Bang Bang, Tiger Series, Commando Series, Saaho, Salaar, Pathaan, Dhoom Series, Race Series, Jai Ho, Rocky Handsome, Bholaa, Dabangg, Krrish 3,",list war bang bang tiger series commando series saaho salaar pathaan dhoom series race series jai ho rocky handsome bholaa dabangg krrish,List War Bang Bang Tiger Series Commando Series Saaho Salaar Pathaan Dhoom Series Race Series Jai Ho Rocky Handsome Bholaa Dabangg Krish
Top 10 Famous Action Movies of Bollywood #shortsviral #viral,War 😮😮😮,war,war
Top 10 Famous Action Movies of Bollywood #shortsviral #viral,1. War<br>2. Action<br>3. Krrish 3<br>4. Baaghi series<br>5. Commando series<br>6. Kick<br>7. Fighter<br>8. Pathaan<br>9. Bang bang<br>10. Baahubali series,warbr actionbr krrish br baaghi seriesbr commando seriesbr kickbr fighterbr pathaanbr bang bangbr baahubali series,WARBR ActionBr Krrish Br Baaghi SeriesBr Commando SeriesBr KickBr Fighterbr Pathaanbr Bang Bangbr Baahubali Series
Top 10 Famous Action Movies of Bollywood #shortsviral #viral,Notice how half of them have HRR,notice half hrr,Notice Half HRR
Top 10 Famous Action Movies of Bollywood #shortsviral #viral,Krish 😅😆,krish,krish
Top 10 Famous Action Movies of Bollywood #shortsviral #viral,Dabangg,dabangg,dabangg
Top 10 Famous Action Movies of Bollywood #shortsviral #viral,Singham war and baaghi,singham war baaghi,Singham war rebel
Top 10 Famous Action Movies of Bollywood #shortsviral #viral,fighter movie accha nehi lagta😂,fighter movie accha nehi lagta,Fighter movie doesn't look good
Top 10 Famous Action Movies of Bollywood #shortsviral #viral,"I think they should be added- Tiger Series, Rocky Handsome, Dhoom 3, Commando Series, Jai Ho",think added tiger series rocky handsome dhoom commando series jai ho,Think Added Tiger Series Rocky Handsome Dhoom Commando Series Jai Ho
Top 10 Famous Action Movies of Bollywood #shortsviral #viral,tiger franchise laughing in the corner,tiger franchise laughing corner,Tiger franchise laughing corner
Top 10 Famous Action Movies of Bollywood #shortsviral #viral,Amitabh Bachchan ki barsat ki ek rat vi hoga.,amitabh bachchan ki barsat ki ek rat vi hoga,Amitabh Bachchan's rain will be one night
Top 10 Famous Action Movies of Bollywood #shortsviral #viral,Bhai ye song them ka name kya hai,bhai ye song ka name kya hai,"Brother, what is the name of this song"
Top 10 Famous Action Movies of Bollywood #shortsviral #viral,Hii,hii,hii
Dream Girl Full Hindi Comedy Movie | Ayushmann Khurrana | Nushrat Bharucha | Abhishek Banerjee,no english subtitles 🥲,english subtitle,English subtitle
Dream Girl Full Hindi Comedy Movie | Ayushmann Khurrana | Nushrat Bharucha | Abhishek Banerjee,where i can get ful movie. there is some missing parts,get ful movie missing part,Get full movie missing part
Dream Girl Full Hindi Comedy Movie | Ayushmann Khurrana | Nushrat Bharucha | Abhishek Banerjee,Punjabi Sita😂😂😂😂😂😂😂,punjabi sita,Punjabi Sita
Dream Girl Full Hindi Comedy Movie | Ayushmann Khurrana | Nushrat Bharucha | Abhishek Banerjee,joss,joss,joss
Dream Girl Full Hindi Comedy Movie | Ayushmann Khurrana | Nushrat Bharucha | Abhishek Banerjee,"<a href=""https://www.youtube.com/watch?v=R5JUeyzvnz8&amp;t=5144"">1:25:44</a>",href,href
Dream Girl Full Hindi Comedy Movie | Ayushmann Khurrana | Nushrat Bharucha | Abhishek Banerjee,Very amazing movie<br>Love from PK ❤ ayushman is hell of an actor<br>🔥,amazing moviebrlove pk ayushman hell actorbr,Amazing Moviebrlove Pk Ayushman Hell Actorbr
Dream Girl Full Hindi Comedy Movie | Ayushmann Khurrana | Nushrat Bharucha | Abhishek Banerjee,is 1 and 2 not linked,linked,linked
Dream Girl Full Hindi Comedy Movie | Ayushmann Khurrana | Nushrat Bharucha | Abhishek Banerjee,So funny 🤣🤣🤣🤣😂😂😂😂😂😂😂🤣🤣😂🤣😂😂,funny,funny
Dream Girl Full Hindi Comedy Movie | Ayushmann Khurrana | Nushrat Bharucha | Abhishek Banerjee,"<a href=""https://www.youtube.com/watch?v=R5JUeyzvnz8&amp;t=3726"">1:02:06</a>😂😂 , <a href=""https://www.youtube.com/watch?v=R5JUeyzvnz8&amp;t=4640"">1:17:20</a>😂😂 <a href=""https://www.youtube.com/watch?v=R5JUeyzvnz8&amp;t=5632"">1:33:52</a>😂😂",href href href,href href href
Dream Girl Full Hindi Comedy Movie | Ayushmann Khurrana | Nushrat Bharucha | Abhishek Banerjee,😂😂😂😂😂😂 best movie,best movie,Best movie
Dream Girl Full Hindi Comedy Movie | Ayushmann Khurrana | Nushrat Bharucha | Abhishek Banerjee,"sita❌khusra<a href=""UCkszU2WH9gy1mb0dV-11UJg/Iv90XouTLuOR8gSxxrToBA""></a>",sitakhusraa hrefuckszuwhgymbdvujgivxoutluorgsxxrtobaa,Sitakhusraa hrefuckszuwhgymbdvujgivxoutloorgsxxxxxxxrtobaa
"Vaastav (FULL HD) - Hindi Action Full Movie | Sanjay Dutt , Namrata Shirodkar, Paresh Rawal","<a href=""http://www.youtube.com/results?search_query=%23leo"">#LEO</a> (Hindi) Official Trailer | Starring By Thalapathy Vijay | Sanjay Dutt :- <a href=""https://www.youtube.com/watch?v=3P-t4WRoW5c"">https://www.youtube.com/watch?v=3P-t4WRoW5c</a>",href hindi official trailer starring thalapathy vijay sanjay dutt href,Herf Hindi official trailer steering Thalapati Vijay Sanjay Dutt Harf
"Vaastav (FULL HD) - Hindi Action Full Movie | Sanjay Dutt , Namrata Shirodkar, Paresh Rawal",Kon kon yaha  <br>are hataa..  Dialouge sun ne aaya he 😎💪,kon kon yaha brare hataa dialouge sun ne aaya,Kon kon yaha bore hota dialogue sun ne aaya
"Vaastav (FULL HD) - Hindi Action Full Movie | Sanjay Dutt , Namrata Shirodkar, Paresh Rawal",Last sence is heart&#39; touching from my eyes tear are came,last sence heart touching eye tear came,Last Scene Heart Touching Eye Tear Come
