Video title,Comment,Processed_Comment,English_Translation,Polarity,Sentiment,Aspects_Sentiments
Doctor G (2022) Full Movie HD | Bollywood Movies,Love it movi,love movi,love movie,0.6369,Positive,"{'love': 'Positive', 'movie': 'Positive'}"
Doctor G (2022) Full Movie HD | Bollywood Movies,This movie is good 👍,movie good,Movie Good,0.4404,Positive,{}
Doctor G (2022) Full Movie HD | Bollywood Movies,Great movie....i decided to be a gynologist 💯🔥,great moviei decided gynologist,Great Movie I Decided Gynecologist,0.6249,Positive,{}
Doctor G (2022) Full Movie HD | Bollywood Movies,Very Appreciating movie ❤,appreciating movie,appreciating movie,0.4404,Positive,{'movie': 'Neutral'}
Doctor G (2022) Full Movie HD | Bollywood Movies,Yashoda movie upload karna,yashoda movie upload karna,Uploading Yashoda Movie,0.0,Neutral,{}
Doctor G (2022) Full Movie HD | Bollywood Movies,Very nice movie डॉक्टर सच में एक भगवान ही होते है,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
Doctor G (2022) Full Movie HD | Bollywood Movies,"Very inspiring movie,, I also have taken bio for 12 th and want to be a doctor 😊 big fan of ayushman and his character 🤌🤍",inspiring movie also taken bio th want doctor big fan ayushman character,Inspiring movie,0.4215,Positive,{'movie': 'Positive'}
Doctor G (2022) Full Movie HD | Bollywood Movies,10 Month&#39;s Ho gya But  YT  se Strike nahi aya.. .  🤔<br>😱  OMG 😱    😱  HOW Bro 😱,month ho gya yt se strike nahi aya br omg bro,"The strike did not come from the month, Barong Boro",-0.128,Negative,"{'strike': 'Neutral', 'month': 'Neutral'}"
Doctor G (2022) Full Movie HD | Bollywood Movies,"<a href=""https://www.youtube.com/watch?v=W3mkYCDLCao&amp;t=2575"">42:55</a>   Most Funniest Scene ...😅  *Baat to sahi hai. Dhila  Q  hai Dr.G  ?? 🤔  Ek taka jada lagao, ek kaam karo doo taka extra lagao. .. Maja tabh ayega na guru..😁  😜",href funniest scene baat sahi hai dhila q hai drg ek taka jada lagao ek kaam karo doo taka extra lagao maja tabh ayega na guru,"Harf Funniest Sun is right, Dhila Hai Drag Ek Taka Zada Pushao Ek Karo Du Taka Extra Apply",0.4019,Positive,{'Extra': 'Neutral'}
Doctor G (2022) Full Movie HD | Bollywood Movies,bala movie dal do abhi pls,bala movie dal abhi pls,Bala Movie Dal Now Plus,0.0,Neutral,{}
Doctor G (2022) Full Movie HD | Bollywood Movies,Good one...must see,good onemust see,Good onmust see,0.4404,Positive,{}
Doctor G (2022) Full Movie HD | Bollywood Movies,Very nice movie,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Raabta is the best❤❤❤💞💞💞,raabta best,Rabta best,0.6369,Positive,{}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Banaras is sandalwood movie,banaras sandalwood movie,banaras sandalwood movie,0.0,Neutral,"{'sandalwood': 'Neutral', 'movie': 'Neutral'}"
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Luka chuppi,luka chuppi,Luck silence,0.4588,Positive,"{'Luck': 'Neutral', 'silence': 'Neutral'}"
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Shiddat pure masterpiece movie 🥺👌,shiddat pure masterpiece movie,Shiddat entire masterpiece movie,0.6249,Positive,"{'masterpiece': 'Neutral', 'movie': 'Neutral'}"
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Satya prem ki katha❤?,satya prem ki katha,Story of truth love,0.7579,Positive,"{'Story': 'Neutral', 'truth': 'Neutral', 'love': 'Positive'}"
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Rocky or rani ki prem kahani crying in the corner 😅😅,rocky rani ki prem kahani cry corner,Rocky Rani's love story Cry corner,0.2732,Positive,"{'love': 'Positive', 'story': 'Positive', 'corner': 'Neutral'}"
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Veer zara,veer zara,veer zaara,0.0,Neutral,{'zaara': 'Neutral'}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Laila majnu😢😢,laila majnu,Laila Majnu,0.0,Neutral,{}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Jabariya jodi,jabariya jodi,Forced pair,-0.4588,Negative,{'pair': 'Negative'}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,9.k alank,k alank,Alank,0.0,Neutral,{}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,R Rajkum ar movie,r rajkum ar movie,R Rajkumar Movie,0.0,Neutral,{'R': 'Neutral'}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Sanam teri kasam ❤,sanam teri kasam,My love I swear this on you,0.6124,Positive,{'love': 'Positive'}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Gadar ek Prem katha😊,gadar ek prem katha,gadar ek prem katha,0.0,Neutral,{}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,raabta is the best movie,raabta best movie,Rabta best movie,0.6369,Positive,{'movie': 'Positive'}
SANAM TERI KASAM Full Movie (HD) | Superhit Hindi Romantic Movie | Harshvardhan Rane & Mawra Hocane,Perfect music perfect song<br>Perfect story,perfect music perfect songbrperfect story,Perfect Music Perfect Song Perfect Story,0.9022,Positive,{}
SANAM TERI KASAM Full Movie (HD) | Superhit Hindi Romantic Movie | Harshvardhan Rane & Mawra Hocane,Sabko boy ko<br> inder jaisa hona chahiye 😊,sabko boy kobr inder jaisa hona chahiye,Everyone should be like Boy Cobar Inder,0.3612,Positive,{}
SANAM TERI KASAM Full Movie (HD) | Superhit Hindi Romantic Movie | Harshvardhan Rane & Mawra Hocane,Me bhi,bhi,Too,0.0,Neutral,{}
SANAM TERI KASAM Full Movie (HD) | Superhit Hindi Romantic Movie | Harshvardhan Rane & Mawra Hocane,Great movie ❤ rula diya 🙂,great movie rula diya,Great movie cry,0.25,Positive,"{'movie': 'Neutral', 'cry': 'Positive'}"
SANAM TERI KASAM Full Movie (HD) | Superhit Hindi Romantic Movie | Harshvardhan Rane & Mawra Hocane,I wish mein yeh na dekhti ❤️‍🔥,wish mein yeh na dekhti,Do not see it in wish,0.4019,Positive,{'wish': 'Neutral'}
SANAM TERI KASAM Full Movie (HD) | Superhit Hindi Romantic Movie | Harshvardhan Rane & Mawra Hocane,Mai bhi ye movie dekher bar bar roti hu 😢😢,mai bhi ye movie dekher bar bar roti hu,I also cry again and again watching this movie,-0.4767,Negative,{'movie': 'Neutral'}
SANAM TERI KASAM Full Movie (HD) | Superhit Hindi Romantic Movie | Harshvardhan Rane & Mawra Hocane,I will never abandon you karan singh ❤,never abandon karan singh,Never Abandon Karan Singh,0.3412,Positive,{}
SANAM TERI KASAM Full Movie (HD) | Superhit Hindi Romantic Movie | Harshvardhan Rane & Mawra Hocane,Mein Sanam Teri Kasam movie dekh kar rone lagi,mein sanam teri kasam movie dekh kar rone lagi,In Sanam Teri Kasam movie started crying,-0.4767,Negative,{'movie': 'Neutral'}
SANAM TERI KASAM Full Movie (HD) | Superhit Hindi Romantic Movie | Harshvardhan Rane & Mawra Hocane,So heart tachinhg movie🥲,heart tachinhg movie,Heart Touching Movie,0.6369,Positive,{'Heart': 'Neutral'}
SANAM TERI KASAM Full Movie (HD) | Superhit Hindi Romantic Movie | Harshvardhan Rane & Mawra Hocane,Kon kon ye movie 2040 Tak dekhega😂,kon kon ye movie tak dekhega,Angle angle will watch this movie,0.0,Neutral,"{'angle': 'Neutral', 'movie': 'Neutral'}"
SANAM TERI KASAM Full Movie (HD) | Superhit Hindi Romantic Movie | Harshvardhan Rane & Mawra Hocane,"I like hindi movies, but this made me cry a lot 😭😭 ...it´s my  favorite I love it  ....greetings from mexico 💗🙏",like hindi movie made cry lot favorite love greeting mexico,Like Hindi Movie Made Cry a Lot Favorite Love Greeting Mexico,0.8481,Positive,{}
SANAM TERI KASAM Full Movie (HD) | Superhit Hindi Romantic Movie | Harshvardhan Rane & Mawra Hocane,Heart touching movie yaar😢😭😭,heart touching movie yaar,Heart Touching Movie Yaar,0.6369,Positive,{'Heart': 'Neutral'}
"Kohram (Full Movie) | Amitabh B, Nana Patekar, Danny, Tabu | Action Movie","Kuch khas nahi 4,03,2024",kuch khas nahi,Nothing much,0.0,Neutral,{}
"Kohram (Full Movie) | Amitabh B, Nana Patekar, Danny, Tabu | Action Movie",Main purshottam Nath Yogi ❤❤❤❤❤❤❤❤❤❤❤❤❤,main purshottam nath yogi,I am Purushottam Nath Yogi,0.0,Neutral,{}
"Kohram (Full Movie) | Amitabh B, Nana Patekar, Danny, Tabu | Action Movie",Kon kon bhai 2024 me ye movie dekh Raha hai ❤,kon kon bhai ye movie dekh raha hai,Angle angle brother is watching this movie,0.0,Neutral,"{'angle': 'Neutral', 'brother': 'Neutral', 'movie': 'Neutral'}"
"Kohram (Full Movie) | Amitabh B, Nana Patekar, Danny, Tabu | Action Movie",2024 attendence plz,attendence plz,Attendance plz,0.0772,Positive,{'Attendance': 'Neutral'}
"Kohram (Full Movie) | Amitabh B, Nana Patekar, Danny, Tabu | Action Movie",Kya movie hai super😂😂😂,kya movie hai super,What is the movie super,0.5994,Positive,{'movie': 'Neutral'}
"Kohram (Full Movie) | Amitabh B, Nana Patekar, Danny, Tabu | Action Movie",2024 me dekhne wale aa jao..... 😂,dekhne wale aa jao,Come to see,0.0,Neutral,{}
"Kohram (Full Movie) | Amitabh B, Nana Patekar, Danny, Tabu | Action Movie",2025 मे kon kon देख रहा है 😂😂,kon kon,kon kon,0.0,Neutral,{}
"Kohram (Full Movie) | Amitabh B, Nana Patekar, Danny, Tabu | Action Movie",2024me kon kon dekh rha he hajri lgao 😂👉,kon kon dekh rha hajri lgao,Looking at the angle angle,0.0,Neutral,{'angle': 'Neutral'}
"Kohram (Full Movie) | Amitabh B, Nana Patekar, Danny, Tabu | Action Movie",Best actor Nana,best actor nana,Best Actor Nana,0.6369,Positive,{}
"Kohram (Full Movie) | Amitabh B, Nana Patekar, Danny, Tabu | Action Movie",Good movie,good movie,Good Movie,0.4404,Positive,{}
"Kohram (Full Movie) | Amitabh B, Nana Patekar, Danny, Tabu | Action Movie",🤩🤩🤩😀😀😀😀🤣🤣🤣🤣<br>Last scien jabardast hai yaar 🤣🤣🤣,brlast scien jabardast hai yaar,Berlist scan is tremendous man,0.0,Neutral,{'man': 'Positive'}
"Ghar Grihasti (2004) Bollywood Full (HD) Hindi Movie | Akshay Kumar, Aishwarya Narkar, Sulabha Arya",Nothing,nothing,Nothing,0.0,Neutral,{}
"Ghar Grihasti (2004) Bollywood Full (HD) Hindi Movie | Akshay Kumar, Aishwarya Narkar, Sulabha Arya",Jai jagdamba Mata ki Jai ho,jai jagdamba mata ki jai ho,Jai Jagdamba Mata ki Jai Ho,0.0,Neutral,{'ki': 'Neutral'}
"Ghar Grihasti (2004) Bollywood Full (HD) Hindi Movie | Akshay Kumar, Aishwarya Narkar, Sulabha Arya",Nice movie,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
"Ghar Grihasti (2004) Bollywood Full (HD) Hindi Movie | Akshay Kumar, Aishwarya Narkar, Sulabha Arya",World ki sabse jyada aachhi movie hai,world ki sabse jyada aachhi movie hai,World's best movie is,0.6369,Positive,{'movie': 'Positive'}
"Ghar Grihasti (2004) Bollywood Full (HD) Hindi Movie | Akshay Kumar, Aishwarya Narkar, Sulabha Arya",nice movie🌹,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
"Ghar Grihasti (2004) Bollywood Full (HD) Hindi Movie | Akshay Kumar, Aishwarya Narkar, Sulabha Arya",Jai mata di,jai mata di,Jai Mata Di,0.0,Neutral,{}
"Ghar Grihasti (2004) Bollywood Full (HD) Hindi Movie | Akshay Kumar, Aishwarya Narkar, Sulabha Arya",Gopt movie dikhay bovi Deol,gopt movie dikhay bovi deol,Secret Movie Show Bowe Deol,0.0,Neutral,{}
"Ghar Grihasti (2004) Bollywood Full (HD) Hindi Movie | Akshay Kumar, Aishwarya Narkar, Sulabha Arya",nice movie,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
"Ghar Grihasti (2004) Bollywood Full (HD) Hindi Movie | Akshay Kumar, Aishwarya Narkar, Sulabha Arya",Your song is nice but your movie is very nice,song nice movie nice,Song nice movie nice,0.6808,Positive,"{'Song': 'Neutral', 'movie': 'Positive'}"
"Ghar Grihasti (2004) Bollywood Full (HD) Hindi Movie | Akshay Kumar, Aishwarya Narkar, Sulabha Arya",Puri film me akshay kumar aur jaya pradA to kahi nh hai,puri film akshay kumar aur jaya prada kahi nh hai,The entire film Akshay Kumar and Jaya Prada are not there,0.0,Neutral,{'film': 'Neutral'}
"Ghar Grihasti (2004) Bollywood Full (HD) Hindi Movie | Akshay Kumar, Aishwarya Narkar, Sulabha Arya",Heart touching movie❤😢,heart touching movie,Heart Touching Movie,0.6369,Positive,{'Heart': 'Neutral'}
Dream Girl 2 Full Movie | Ayushmann Khurrana | Ananya Pandey | Rajpal Yadav | New Hindi Movie 2023,I love this movie❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,love movie,love movie,0.6369,Positive,"{'love': 'Positive', 'movie': 'Positive'}"
Dream Girl 2 Full Movie | Ayushmann Khurrana | Ananya Pandey | Rajpal Yadav | New Hindi Movie 2023,Bts🎉,bts,bts,0.0,Neutral,{}
Dream Girl 2 Full Movie | Ayushmann Khurrana | Ananya Pandey | Rajpal Yadav | New Hindi Movie 2023,I need to arabic traduction 😢,need arabic traduction,Need Arabic Traduction,0.0,Neutral,{}
Dream Girl 2 Full Movie | Ayushmann Khurrana | Ananya Pandey | Rajpal Yadav | New Hindi Movie 2023,I have already watched 30 minutes of this movie but i still have the feeling it such a gay moive.. i mean  first part was good they put all the movie in a phone conversation but now they change it to physically behave like a girl and do the cross-dressing .. it&#39;s really giving gay movie feeling..,already watched minute movie still feeling gay moive mean first part good put movie phone conversation change physically behave like girl crossdressing really giving gay movie feeling,Alredy Watched Minute Movie Still Feeling Gay Movie Men First Part Good Put Movie Phone Conversion Change Physically Behave like,0.7096,Positive,{}
Dream Girl 2 Full Movie | Ayushmann Khurrana | Ananya Pandey | Rajpal Yadav | New Hindi Movie 2023,Kon kon 2024 me ye movie dekh rha hai,kon kon ye movie dekh rha hai,Angle angle is watching this movie,0.0,Neutral,"{'angle': 'Neutral', 'movie': 'Neutral'}"
Dream Girl 2 Full Movie | Ayushmann Khurrana | Ananya Pandey | Rajpal Yadav | New Hindi Movie 2023,"Best movie Dream girl 2,,Sir movie hai wajah tum ho ko please sir😔😔,",best movie dream girl sir movie hai wajah tum ho ko please sir,Best Movie Dream Girl Sur Movie Hai Real Ko Ko Ko Ko Ko Ko Ko Ko Ko Ho,0.7351,Positive,{}
Dream Girl 2 Full Movie | Ayushmann Khurrana | Ananya Pandey | Rajpal Yadav | New Hindi Movie 2023,Ye ananya ko leke kachra kar dia. 😂,ye ananya ko leke kachra kar dia,They took the garbage,0.0,Neutral,{'garbage': 'Neutral'}
Dream Girl 2 Full Movie | Ayushmann Khurrana | Ananya Pandey | Rajpal Yadav | New Hindi Movie 2023,Real actor,real actor,real actor,0.0,Neutral,{'actor': 'Positive'}
Dream Girl 2 Full Movie | Ayushmann Khurrana | Ananya Pandey | Rajpal Yadav | New Hindi Movie 2023,"The ones who played shah rukh and smiley are really good. And Ayushman, what to say about him, he is always perfect in whatever character he plays.",one played shah rukh smiley really good ayushman say always perfect whatever character play,One Played Shah Rukh Smiley Really Good Ayushman Say Always Perfect WHATEVER CHARACTER PALAY,0.8999,Positive,{'CHARACTER': 'Positive'}
Dream Girl 2 Full Movie | Ayushmann Khurrana | Ananya Pandey | Rajpal Yadav | New Hindi Movie 2023,Bahot he maze daar movie hai dekhe ke Maja he gaya hai bahot hasi aye hai,bahot maze daar movie hai dekhe ke maja gaya hai bahot hasi aye hai,It is fun to have a lot of fun moving movie.,0.765,Positive,"{'lot': 'Neutral', 'fun': 'Positive', 'movie': 'Positive'}"
Dream Girl 2 Full Movie | Ayushmann Khurrana | Ananya Pandey | Rajpal Yadav | New Hindi Movie 2023,Best movie ever!!!!,best movie ever,Best movie ever,0.6369,Positive,{'movie': 'Positive'}
Dream Girl 2 Full Movie | Ayushmann Khurrana | Ananya Pandey | Rajpal Yadav | New Hindi Movie 2023,Ayushmann ACTING  is wonderfullllllll😍😍😍😍😍😍😍,ayushmann acting wonderfullllllll,Ayushmann acting wonderfulllllll,0.0,Neutral,{}
Dream Girl 2 Full Movie | Ayushmann Khurrana | Ananya Pandey | Rajpal Yadav | New Hindi Movie 2023,❤ ayushman acting is amazing,ayushman acting amazing,Ayushman acting amazing,0.5859,Positive,{'Ayushman': 'Neutral'}
शादी से पहलेही प्रीति ज़िंटा हुई गर्भवती - Preity Zinta Blockbuster Romantic Hindi Movie - Kya Kehna,"बॉलीवुड की सुपरहिट हिंदी मूवी : <br>Ajay (अजय) - <a href=""https://www.youtube.com/watch?v=AVLwfpA4vXU"">https://youtu.be/AVLwfpA4vXU</a><br>Mann (मन ) - <a href=""https://www.youtube.com/watch?v=j8w7DzNgShg"">https://youtu.be/j8w7DzNgShg</a><br>Bhagam Bhag (भागम भाग) - <a href=""https://www.youtube.com/watch?v=6FqUN9MO0zc"">https://youtu.be/6FqUN9MO0zc</a><br>Dil Kya Kare (दिल क्या करे) - <a href=""https://www.youtube.com/watch?v=ZedqipwOBL8"">https://youtu.be/ZedqipwOBL8</a><br>Barsaat (बरसात ) - <a href=""https://www.youtube.com/watch?v=qPEeo4qGKF4"">https://youtu.be/qPEeo4qGKF4</a><br>Banjaran (बंजारन ) - <a href=""https://www.youtube.com/watch?v=y4nYf9j04Nk"">https://youtu.be/y4nYf9j04Nk</a><br>Tango Charlie (टैंगो चार्ली ) -  <a href=""https://www.youtube.com/watch?v=wL2gTESS5Cw"">https://youtu.be/wL2gTESS5Cw</a><br>Dhamaal (धमाल ) -  <a href=""https://www.youtube.com/watch?v=6xdRuJoEMoU"">https://youtu.be/6xdRuJoEMoU</a><br>Bewaffa Se Waffa (बेवफा से वफ़ा ) - <a href=""https://www.youtube.com/watch?v=2nYEbOaV9fo"">https://youtu.be/2nYEbOaV9fo</a><br>Maine Dil Tujhko Diya (मेने दिल तुझको दिया ) - <a href=""https://www.youtube.com/watch?v=KXUZUkxuza0"">https://youtu.be/KXUZUkxuza0</a>",brajay href abrmann href abrbhagam bhag href abrdil kya kare href abrbarsaat href abrbanjaran href abrtango charlie href abrdhamaal href abrbewaffa se waffa href abrmaine dil tujhko diya href,Brajay href abrmann href abribhagam bhag href abrdil kare href abrbarsaat href abrbanjaran href abrtango charlie href abrdhamaal href abrbewaffaffa se waffa haref abjhekhekhek ya href,0.0,Neutral,{}
